"SPECIES_CD","LIFE_STAGE","PRES","N","SOURCE","LON_M","LAT_M","Habitat","Mangrove_Dist","Depth","SD_Depth","Slope","Curvature","Plan_Curve","BPI_Fine","BPI_Broad","Rugosity","Sum_Temp","Sum_DO","Sum_Sal","Win_Temp","Win_DO","Win_Sal"
"LUT GRIS","SUBADULT","PRESENCE",7.5,"REEF VISUAL CENSUS",271428.652829343,90709.1252184317,"1",6718.86865234375,-5.85136651992798,0.72647362947464,10.1704502105713,0.389720886945724,0.268972188234329,402,48,1.00009596347809,30.2975978851318,6.15773630142212,35.6801605224609,23.5291137695312,6.87721586227417,36.4323463439941
"LUT GRIS","SUBADULT","PRESENCE",5.125,"REEF VISUAL CENSUS",271441.533088975,90752.3959956616,"1",6712.30029296875,-5.61251926422119,0.456678509712219,6.31266117095947,2.25206398963928,1.31105399131775,402,48,1.00082695484161,30.299243927002,6.15737247467041,35.6818733215332,23.5279674530029,6.87723875045776,36.4319305419922
"LUT GRIS","SUBADULT","PRESENCE",2.625,"REEF VISUAL CENSUS",270812.513977264,87625.1992329645,"1",7381.71728515625,-4.08933687210083,0.194970399141312,2.50002002716064,0.85486888885498,0.178223595023155,819,215,1.00028300285339,30.1486034393311,6.18449735641479,35.5978050231934,23.5857200622559,6.87666320800781,36.4294624328613
"LUT GRIS","SUBADULT","PRESENCE",14.25,"REEF VISUAL CENSUS",274163.554176257,88782.9487778706,"8",10253.30078125,-10.1027908325195,0.421799302101135,5.76068305969238,-1.42855799198151,-0.608391523361206,402,104,1.00047695636749,30.1331615447998,6.17837285995483,35.5341262817383,23.8665504455566,6.84901332855225,36.3716583251953
"LUT GRIS","SUBADULT","PRESENCE",1.5,"REEF VISUAL CENSUS",275184.894679216,90096.8423525925,"8",10728.6103515625,-11.844126701355,0.331901997327805,4.64692401885986,-0.412723511457443,0.126553893089294,-13,-7,1.00020694732666,30.1706199645996,6.17225503921509,35.5250015258789,23.9328460693359,6.83726263046265,36.3469505310059
"LUT GRIS","SUBADULT","PRESENCE",0.5,"REEF VISUAL CENSUS",270882.346286132,87771.7878738374,"1",7391.65625,-8.02047252655029,0.527820289134979,7.23746919631958,1.04478597640991,-0.384115010499954,-13,-7,1.00092005729675,30.155143737793,6.18347644805908,35.5980186462402,23.5880298614502,6.87696170806885,36.4320793151855
"LUT GRIS","SUBADULT","PRESENCE",5,"REEF VISUAL CENSUS",270246.705501364,86459.1151981318,"1",7426.0322265625,-3.06442260742188,0.182110294699669,2.50765204429626,-0.71026611328125,-0.293585985898972,819,215,1.00012695789337,30.0928058624268,6.19332218170166,35.6325492858887,23.5677051544189,6.86610794067383,36.4029159545898
"LUT GRIS","SUBADULT","PRESENCE",20.682,"REEF VISUAL CENSUS",274307.569988891,89186.9651674919,"8",10230.5439453125,-9.00078678131104,0.0431149303913116,0.598661422729492,0.107673600316048,0.00163992203306407,-13,104,1.00000500679016,30.1450748443604,6.17809009552002,35.5344047546387,23.884693145752,6.84037446975708,36.3718643188477
"LUT GRIS","SUBADULT","PRESENCE",5,"REEF VISUAL CENSUS",274869.005384949,89964.3811697563,"6",10467.4580078125,-7.1547589302063,0.204805001616478,2.79934692382812,-0.127164795994759,0.0279435906559229,-13,215,1.00005495548248,30.1652851104736,6.17559623718262,35.5282821655273,23.9297866821289,6.82907438278198,36.3557662963867
"LUT GRIS","SUBADULT","PRESENCE",17.25,"REEF VISUAL CENSUS",265845.0988869,77704.7492723663,"8",10140.05859375,-16.8157768249512,0.288647204637527,4.00098705291748,-0.708839416503906,-0.288359791040421,-13,-340,1.00016605854034,29.9983062744141,6.18435955047607,35.5465927124023,23.7461471557617,6.93298625946045,36.2017822265625
"LUT GRIS","SUBADULT","PRESENCE",4.125,"REEF VISUAL CENSUS",270865.606030157,87694.1570759006,"1",7402.72216796875,-5.61848402023315,0.393430799245834,5.41503000259399,-1.13099694252014,-0.691037476062775,402,104,1.00032901763916,30.1512985229492,6.18406200408936,35.5977020263672,23.5880870819092,6.87675952911377,36.4309616088867
"LUT GRIS","SUBADULT","PRESENCE",15.429,"REEF VISUAL CENSUS",265510.933492278,77727.5133541628,"6",9981.296875,-5.35770893096924,0.162310793995857,2.26814603805542,0.214124694466591,0.0143280103802681,402,215,1.00001299381256,30.0118026733398,6.18447494506836,35.5523719787598,23.7518081665039,6.92758131027222,36.228931427002
"LUT GRIS","SUBADULT","PRESENCE",0.5,"REEF VISUAL CENSUS",265540.954695541,77780.8288529226,"6",9938.7236328125,-6.32210159301758,0.0843724235892296,1.0835599899292,0.32818791270256,0.0144870597869158,-13,159,1.00005602836609,30.0109004974365,6.1847357749939,35.5515022277832,23.7479190826416,6.92777633666992,36.2311935424805
"LUT GRIS","SUBADULT","PRESENCE",0.5,"REEF VISUAL CENSUS",274432.277009661,89432.4657400951,"6",10254.0625,-6.48502779006958,0.0884401872754097,1.25776100158691,0.185024306178093,0.0198259707540274,402,271,1.00001299381256,30.1513786315918,6.17785787582397,35.5336036682129,23.8991603851318,6.83482646942139,36.368579864502
"LUT GRIS","SUBADULT","PRESENCE",53,"REEF VISUAL CENSUS",274451.532836804,89414.8467209831,"6",10275.275390625,-6.62114953994751,0.103062897920609,1.44449305534363,-0.0335025787353516,0.133281201124191,402,215,1.00003802776337,30.1506042480469,6.17781925201416,35.5330657958984,23.9005107879639,6.83491945266724,36.3673400878906
"LUT GRIS","SUBADULT","PRESENCE",2,"REEF VISUAL CENSUS",262903.661536017,74970.3001101165,"6",9002.6611328125,-6.65176296234131,0.0781487971544266,1.04267001152039,-0.0332279205322266,-0.0276541896164417,-13,159,1.00002098083496,30.1215915679932,6.16453838348389,35.5975761413574,23.9137363433838,6.89348268508911,36.1037330627441
"LUT GRIS","SUBADULT","PRESENCE",0.5,"REEF VISUAL CENSUS",262887.546662662,74962.4719011217,"6",8991.8037109375,-6.89009809494019,0.0677602589130402,0.937680780887604,-0.0244522094726562,0.0517030917108059,-13,104,1.00000405311584,30.1224899291992,6.16434860229492,35.5975151062012,23.9140110015869,6.89326906204224,36.1029510498047
"LUT GRIS","SUBADULT","PRESENCE",18.25,"REEF VISUAL CENSUS",263125.255823964,75074.3399053849,"6",9179.1689453125,-6.55749273300171,0.188403099775314,2.65480804443359,-0.283138304948807,-0.16173329949379,-13,159,1.00001204013824,30.1089458465576,6.16685342788696,35.5967559814453,23.9099769592285,6.8979320526123,36.1104545593262
"LUT GRIS","SUBADULT","PRESENCE",23.5,"REEF VISUAL CENSUS",263108.009142798,75093.0917603903,"6",9157.9560546875,-5.90101432800293,0.110284999012947,1.5427360534668,0.0599956512451172,-0.0306353606283665,-13,159,1.00000596046448,30.1095180511475,6.16694021224976,35.5975112915039,23.909854888916,6.89714860916138,36.1126518249512
"LUT GRIS","SUBADULT","PRESENCE",0.5,"REEF VISUAL CENSUS",290462.761216294,137565.094062908,"6",8966.1796875,-7.65437126159668,0.152272805571556,2.02592492103577,1.10270297527313,0.529691219329834,402,271,1.00020897388458,30.3547859191895,6.12656688690186,35.573184967041,23.7491073608398,6.87869310379028,36.0291862487793
"LUT GRIS","SUBADULT","PRESENCE",0.5,"REEF VISUAL CENSUS",274902.629096589,90084.2064756098,"6",10452.751953125,-6.75546932220459,0.0865073129534721,1.19862902164459,-0.12513729929924,-9.55160794546828e-05,402,271,1.00001001358032,30.1710662841797,6.17457818984985,35.5295333862305,23.9230155944824,6.83208322525024,36.3596611022949
"LUT GRIS","SUBADULT","PRESENCE",0.5,"REEF VISUAL CENSUS",271196.275982182,90221.5947940706,"8",6686.83349609375,-4.21693897247314,0.0695629268884659,0.942360281944275,0.0878086090087891,-0.0184024907648563,-13,104,1.00002098083496,30.2812538146973,6.16097784042358,35.6605567932129,23.5310039520264,6.87883520126343,36.4313621520996
"LUT GRIS","SUBADULT","PRESENCE",11.25,"REEF VISUAL CENSUS",271909.609483338,91279.9487653146,"8",6962.76708984375,-5.6309552192688,0.210354894399643,2.87609004974365,0.873254776000977,-0.0321595817804337,402,48,1.00024902820587,30.3086471557617,6.15592432022095,35.6842422485352,23.5485496520996,6.87554168701172,36.4318199157715
"LUT GRIS","SUBADULT","PRESENCE",21.5,"REEF VISUAL CENSUS",271849.180968558,91267.4436098424,"8",6908.97998046875,-5.65090560913086,0.0231421403586864,0.315046012401581,-0.139932602643967,-0.0884919464588165,-13,48,1.00000405311584,30.3100090026855,6.1555233001709,35.6870346069336,23.5428714752197,6.87591028213501,36.4309234619141
"LUT GRIS","SUBADULT","PRESENCE",29.999,"REEF VISUAL CENSUS",282365.222128858,124780.047082972,"3",999.264099121094,-5.61981964111328,0.00714687909930944,0.0953065827488899,0.0293178595602512,0.00785782374441624,-13,-7,1,30.4340934753418,5.99573040008545,35.5358390808105,22.9553623199463,6.93642997741699,36.3140640258789
"LUT GRIS","SUBADULT","PRESENCE",11,"REEF VISUAL CENSUS",281492.096762813,122812.721920941,"1",619.055908203125,-5.13453483581543,0.0171178802847862,0.206875994801521,0.17133329808712,0.060658898204565,-13,-7,1.00000596046448,30.4395084381104,5.98553419113159,35.5358390808105,22.9266357421875,6.93570852279663,36.1219863891602
"LUT GRIS","SUBADULT","PRESENCE",8.75,"REEF VISUAL CENSUS",281463.06745573,122789.280953318,"1",597.340209960938,-5.4697642326355,0.0409519113600254,0.567829787731171,0.0287571009248495,-0.00353951007127762,-13,-7,1.00000202655792,30.4392051696777,5.98504734039307,35.5358390808105,22.9242343902588,6.93570852279663,36.1155090332031
"LUT GRIS","SUBADULT","PRESENCE",19.5,"REEF VISUAL CENSUS",283455.827025339,123593.640327356,"1",2244.70556640625,-5.53741025924683,0.0742571428418159,1.01644599437714,0.235290497541428,-0.0318126603960991,-13,48,1.00003004074097,30.4642562866211,6.01846408843994,35.5358390808105,23.1110649108887,6.93570852279663,36.435676574707
"LUT GRIS","SUBADULT","PRESENCE",1,"REEF VISUAL CENSUS",283425.714226559,123583.482344322,"1",2218.84765625,-5.27677965164185,0.0073453257791698,0.0947481319308281,-0.000892639218363911,0.0167121104896069,-13,48,1.00000095367432,30.4638805389404,6.0179705619812,35.5358390808105,23.108039855957,6.93570852279663,36.4324836730957
"LUT GRIS","SUBADULT","PRESENCE",16,"REEF VISUAL CENSUS",283181.77319579,126422.49071806,"3",1053.05090332031,-5.20786142349243,0.0100545398890972,0.138629496097565,0.0013370510423556,-0.0134929995983839,-13,-7,1,30.4329128265381,6.00999307632446,35.5456695556641,22.9966220855713,6.94965505599976,36.4521903991699
"LUT GRIS","SUBADULT","PRESENCE",7.367,"REEF VISUAL CENSUS",283177.613161354,126444.621896208,"1",1042.69555664062,-5.18187141418457,0.00501053407788277,0.067692756652832,-0.0198764801025391,0.00737961195409298,-13,-7,1,30.4326496124268,6.00996685028076,35.5460586547852,22.9957981109619,6.94997262954712,36.4523162841797
"LUT GRIS","SUBADULT","PRESENCE",144.375,"REEF VISUAL CENSUS",264102.848432743,88500.2958191735,"5",994.594177246094,-5.01919507980347,0.00541436998173594,0.0739786922931671,-0.00869941711425781,0.00591203710064292,-13,-7,1,30.5264530181885,6.06545877456665,35.7312545776367,23.1371212005615,6.91029024124146,35.6303215026855
"LUT GRIS","SUBADULT","PRESENCE",260.625,"REEF VISUAL CENSUS",264099.817987085,88501.3892913359,"5",989.594177246094,-5.01092052459717,0.00717099709436297,0.100257501006126,0.00652122497558594,0.00785133522003889,-13,-7,1,30.5266799926758,6.06535482406616,35.7314567565918,23.1369094848633,6.91026973724365,35.6293029785156
"LUT GRIS","SUBADULT","PRESENCE",0.5,"REEF VISUAL CENSUS",277925.299136815,113062.612997877,"8",2189.9599609375,-4.40232610702515,0.00606765411794186,0.085119903087616,-0.00299453688785434,8.58544226503e-05,-13,-7,0.99999988079071,30.487943649292,6.0356822013855,35.5682792663574,22.9251537322998,6.94285869598389,36.0074806213379
"LUT GRIS","SUBADULT","PRESENCE",4,"REEF VISUAL CENSUS",280951.13649377,120273.606306369,"2",810,-4.98317575454712,0.0170825496315956,0.23467630147934,0.127115204930305,0.0558770895004272,-13,-7,1.00000298023224,30.4569931030273,5.99343395233154,35.5358390808105,22.951976776123,6.93575000762939,36.0106163024902
"LUT GRIS","SUBADULT","PRESENCE",5,"REEF VISUAL CENSUS",283573.740604839,125493.227795877,"1",1833.26953125,-5.01126289367676,0.0446779802441597,0.619376480579376,-0.0276489295065403,0.0538644008338451,402,48,1.00000298023224,30.4498195648193,6.0179181098938,35.5366172790527,23.0728874206543,6.93869972229004,36.4884338378906
"LUT GRIS","SUBADULT","PRESENCE",7,"REEF VISUAL CENSUS",283551.346154135,125536.294310403,"1",1789.6298828125,-5.21134090423584,0.0852510780096054,1.18683898448944,0.319984406232834,0.145353496074677,-13,48,1.00001502037048,30.4489459991455,6.01751518249512,35.5368347167969,23.0686092376709,6.93914985656738,36.4864959716797
"LUT GRIS","SUBADULT","PRESENCE",0.5,"REEF VISUAL CENSUS",278323.191097469,108510.689918534,"1",4426.23388671875,-7.58209419250488,0.00942119304090738,0.133204698562622,-0.00997734069824219,-0.00458221882581711,-13,-7,1,30.4588375091553,6.10899209976196,35.5523910522461,23.2489013671875,6.93773794174194,36.184757232666
"LUT GRIS","SUBADULT","PRESENCE",5.5,"REEF VISUAL CENSUS",280762.844685365,108723.371392394,"5",6779.2490234375,-9.28497219085693,0.0992358103394508,1.3718090057373,0.328777313232422,0.171195402741432,-13,-7,1.00002205371857,30.4165744781494,6.12942600250244,35.5358390808105,23.4639949798584,6.90913152694702,36.2791137695312
"LUT GRIS","SUBADULT","PRESENCE",5.25,"REEF VISUAL CENSUS",286382.44501688,124758.803441281,"1",4879.3564453125,-5.80508899688721,0.206088095903397,2.85090208053589,0.628005981445312,0.229133099317551,819,159,1.00013303756714,30.4929943084717,6.056067943573,35.5358390808105,23.4182872772217,6.90897607803345,36.5195579528809
"LUT GRIS","SUBADULT","PRESENCE",1.5,"REEF VISUAL CENSUS",286757.29760505,128532.38301849,"3",4211.8125,-8.30071544647217,0.116847798228264,1.63582503795624,-0.165992707014084,-0.152834504842758,-13,-7,1.00000894069672,30.4658317565918,6.07015085220337,35.5604057312012,23.401819229126,6.91451930999756,36.5936012268066
"LUT GRIS","SUBADULT","PRESENCE",0.5,"REEF VISUAL CENSUS",282986.125539348,114791.152620709,"1",5660.64111328125,-5.81953525543213,0.14215199649334,1.86188995838165,0.732717514038086,0.111209601163864,819,104,1.00014805793762,30.4724025726318,6.09160566329956,35.5416946411133,23.3370494842529,6.92902421951294,36.1767654418945
"LUT GRIS","SUBADULT","PRESENCE",8.5,"REEF VISUAL CENSUS",281850.675965399,114806.356087945,"1",4878.62060546875,-7.18803071975708,0.049856461584568,0.672007918357849,-0.085933692753315,0.0724966675043106,-13,-7,1.0000159740448,30.4778156280518,6.08402490615845,35.5529556274414,23.2250862121582,6.93508148193359,36.2203636169434
"LUT GRIS","SUBADULT","PRESENCE",0.333,"REEF VISUAL CENSUS",286616.976080958,131413.031421806,"1",3733.2841796875,-6.39984798431396,0.0356159806251526,0.488704800605774,0.00466156005859375,0.0625949203968048,-13,48,1.00001001358032,30.4273586273193,6.08541965484619,35.5788269042969,23.3009490966797,6.96484851837158,36.5798988342285
"LUT GRIS","SUBADULT","PRESENCE",1,"REEF VISUAL CENSUS",281853.80320928,114788.6498137,"1",4889.83349609375,-7.03428173065186,0.0919309630990028,1.3225439786911,0.13167379796505,0.0867199078202248,-13,-7,1.00001096725464,30.4777202606201,6.08420848846436,35.5529174804688,23.2262687683105,6.9349479675293,36.2206077575684
