"SPECIES_CD","LIFE_STAGE","PRES","N","SOURCE","LON_M","LAT_M","Habitat","Mangrove_Dist","Depth","SD_Depth","Slope","Curvature","Plan_Curve","BPI_Fine","BPI_Broad","Rugosity","Mean_Sum_Temp","Mean_Sum_DO","Mean_Sum_Sal","Mean_Win_Temp","Mean_Win_DO","Mean_Win_Sal"
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",265549.22976136,77949.245090346,"6",9772.865234375,-3.80947184562683,0.0961617603898048,1.32875800132751,0.451552391052246,0.217650905251503,-13,326,1.00003004074097,30.011604309082,6.1855034828186,35.5274238586426,23.7374744415283,6.92417526245117,36.2374877929688
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",265566.439180568,77938.2502606774,"6",9794.078125,-4.20443964004517,0.0708163306117058,0.929435312747955,0.430902510881424,0.136631697416306,-13,271,1.00004005432129,30.0108585357666,6.18544960021973,35.5273132324219,23.7380790710449,6.92443084716797,36.2350425720215
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",263283.398558686,75147.0731869845,"6",9310.173828125,-6.46443891525269,0.094779446721077,1.31992495059967,0.461603194475174,0.300026506185532,402,159,1.00004696846008,30.0998878479004,6.16843605041504,35.5868377685547,23.9069080352783,6.90072774887085,36.1181182861328
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",263294.399389707,75169.2787251928,"6",9309.8193359375,-6.48437738418579,0.101695500314236,1.40453004837036,-0.212972596287727,0.0396130606532097,402,159,1.00002205371857,30.0990333557129,6.16876745223999,35.587646484375,23.9062957763672,6.90055465698242,36.1208419799805
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",263370.851561929,75226.1270488176,"6",9362.037109375,-6.87698602676392,0.0610948204994202,0.739802479743958,-0.198341399431229,-0.0232464093714952,402,104,1.00003695487976,30.0944881439209,6.16975164413452,35.5883865356445,23.9042549133301,6.90141677856445,36.1254539489746
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",263340.513455573,75238.1715777658,"6",9327.89453125,-6.34418916702271,0.218644693493843,2.92981910705566,0.927270889282227,-0.153572797775269,-13,159,1.000363945961,30.0958557128906,6.16972064971924,35.58935546875,23.904426574707,6.90056896209717,36.1274681091309
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",269989.234011942,83764.8240927606,"8",8840.8955078125,-9.36214256286621,0.0558144003152847,0.772521376609802,-0.0578689612448215,-0.0465253815054893,-13,271,1.00000298023224,29.9289054870605,6.21407556533813,35.8292770385742,23.5090236663818,6.88290214538574,36.3475646972656
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",269952.080097233,83731.4006149259,"8",8820.392578125,-9.78627586364746,0.0404662899672985,0.536124229431152,-0.171337097883224,-0.0308850891888142,-13,271,1.00001502037048,29.9272003173828,6.21445178985596,35.8347663879395,23.5060234069824,6.88289928436279,36.3481559753418
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",269159.888601196,84980.231566473,"4",7507.6259765625,-7.26301574707031,0.0202864091843367,0.284788101911545,0.0407810211181641,0.0343268215656281,-13,-7,1.00000095367432,30.0347194671631,6.20434093475342,35.7195739746094,23.4911918640137,6.8808536529541,36.4098739624023
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",269186.131103506,84977.0415380452,"4",7534.69677734375,-7.18855094909668,0.00900436844676733,0.122719801962376,0.0305595397949219,0.00596980005502701,-13,-7,1,30.0333423614502,6.2044849395752,35.7207565307617,23.4925594329834,6.88067865371704,36.4091720581055
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",270514.050626888,85277.4068291199,"8",8186.875,-9.11235904693604,0.0460845604538918,0.644930124282837,0.141696900129318,0.0381668917834759,-13,104,1.00000298023224,30.0128974914551,6.20278549194336,35.684684753418,23.5782890319824,6.87964248657227,36.3732604980469
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",270443.93146733,85182.8843100694,"5",8167.94091796875,-9.32394027709961,0.0226965304464102,0.316679894924164,-0.033073429018259,0.021698709577322,-13,48,1.00000095367432,30.00852394104,6.20357465744019,35.6937065124512,23.5722618103027,6.87946319580078,36.3729667663574
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",272482.048317946,87352.6155899786,"8",9165.6259765625,-11.0431966781616,0.111947998404503,1.52498698234558,-0.433593809604645,-0.0128245903179049,-13,104,1.00005698204041,30.0973129272461,6.18669033050537,35.5451965332031,23.7177200317383,6.88698291778564,36.3981552124023
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",272471.226053806,87301.6005801007,"8",9171.3369140625,-10.2214994430542,0.0936411470174789,1.31218802928925,0.121234901249409,0.0152746802195907,-13,159,1.00000405311584,30.0951251983643,6.1869101524353,35.545654296875,23.7165088653564,6.88733959197998,36.3965797424316
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",281573.837165444,103657.76620884,"5",9687.2412109375,-11.8229331970215,0.0142877595499158,0.198110699653625,0.0214462298899889,-0.00544554507359862,-13,48,1,30.2976989746094,6.16545820236206,35.6623039245605,23.8071346282959,6.86818885803223,36.3443832397461
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",281588.973614006,103653.426284593,"5",9702.2412109375,-11.8675479888916,0.00834230985492468,0.115150302648544,0.0181579608470201,-0.000241794405155815,-13,48,1,30.2973155975342,6.16542339324951,35.6626968383789,23.8082828521729,6.8680591583252,36.3430099487305
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",263915.2014988,76246.6674399013,"5",9484.5390625,-6.54288959503174,0.089207299053669,1.2226220369339,0.394189804792404,0.0625572875142097,-13,159,1.00003397464752,30.062385559082,6.1799054145813,35.5984344482422,23.865026473999,6.90103006362915,36.2138214111328
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",265769.438542383,77488.3754856179,"8",10328.9921875,-21.7489490509033,0.207283496856689,2.85376906394958,-1.48249804973602,-0.214702606201172,-846,-619,1.00014197826385,30.0006465911865,6.18317985534668,35.5279273986816,23.7602977752686,6.92875480651855,36.1760597229004
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",265084.536618816,77197.0842482568,"6",10261.0361328125,-8.58697414398193,0.0152213200926781,0.198597803711891,0.0808868408203125,0.0562094412744045,819,104,1.00000202655792,30.0254859924316,6.18224430084229,35.5466346740723,23.7913093566895,6.91888666152954,36.204029083252
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",265093.714803668,77177.1886665423,"6",10279.3203125,-9.47204685211182,0.484129995107651,6.82318019866943,-0.125827804207802,-0.488317310810089,402,48,1.00035095214844,30.0249843597412,6.18215656280518,35.546501159668,23.7921562194824,6.91916847229004,36.2014503479004
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",271368.379994246,85090.2130046206,"8",9118.5048828125,-16.1825199127197,0.249064102768898,3.48155999183655,-0.340846985578537,-0.282443195581436,-13,48,1.00003504753113,29.9923114776611,6.19988346099854,35.6356544494629,23.6252937316895,6.88965749740601,36.3326530456543
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",271354.252761686,85091.2467647093,"8",9103.5048828125,-15.4831476211548,0.251874685287476,3.52128195762634,-0.335945099592209,-0.277263194322586,-13,48,1.00003302097321,29.9923992156982,6.19998121261597,35.636775970459,23.6243705749512,6.88948345184326,36.3334159851074
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",281681.054710623,102417.661625509,"8",10533.8203125,-12.3415966033936,0.0717907622456551,0.984899997711182,0.0930595397949219,0.0471986904740334,402,-7,1.00001895427704,30.2946968078613,6.16128635406494,35.6443519592285,23.851619720459,6.87417793273926,36.3296852111816
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",281679.806494259,102457.535369973,"8",10498.46484375,-12.0301942825317,0.047817550599575,0.655724823474884,-0.0426025390625,0.0144112603738904,402,48,1.00000596046448,30.2942218780518,6.16159582138062,35.6464042663574,23.8509502410889,6.87349081039429,36.330078125
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",280231.02186835,103491.313982207,"1",8790.3427734375,-11.4129915237427,0.101965501904488,1.42525196075439,-0.24482350051403,-0.0638595670461655,402,-7,1.00001299381256,30.3408641815186,6.1647367477417,35.6051368713379,23.7002506256104,6.88752555847168,36.4482460021973
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",280240.133799134,103483.61337742,"1",8799.484375,-11.5828113555908,0.0949489176273346,1.2982519865036,0.491840392351151,0.127590999007225,402,-62,1.00004196166992,30.3404579162598,6.16476821899414,35.6056480407715,23.7013416290283,6.88734769821167,36.4478721618652
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",262756.152665765,74779.0929685103,"8",8931.3623046875,-10.0865335464478,0.0463026091456413,0.636371195316315,0.15455250442028,0.00125533202663064,-13,-7,1.00001204013824,30.1316623687744,6.16167879104614,35.5796012878418,23.917610168457,6.89643955230713,36.0902557373047
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",262759.053889447,74806.7995351276,"6",8926.0068359375,-9.78822898864746,0.152423992753029,2.09646010398865,-0.518409729003906,-0.0207831393927336,-13,-7,1.00008296966553,30.1310958862305,6.16197538375854,35.5806274414062,23.9172172546387,6.89602470397949,36.0928344726562
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",267088.727153115,79092.1561250802,"8",9349.6669921875,-23.862585067749,0.20704360306263,2.8961079120636,0.301101714372635,0.31398868560791,-13,-674,1.00003504753113,29.9479751586914,6.19393825531006,35.562328338623,23.6400909423828,6.92895936965942,36.2138900756836
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",267118.051227198,79080.115014434,"8",9372.09375,-25.0558071136475,0.146810203790665,2.05393099784851,-0.174964904785156,-0.117677502334118,-13,-730,1.00000703334808,29.9466495513916,6.19389533996582,35.5630683898926,23.6403789520264,6.92893171310425,36.2106628417969
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",273973.87960283,88057.4315709005,"8",10363.60546875,-21.5654907226562,0.106760799884796,1.48458695411682,-0.234115600585938,-0.122037902474403,-13,-340,1.00001800060272,30.1094303131104,6.17890119552612,35.5171165466309,23.8405666351318,6.8785228729248,36.3409423828125
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",273973.891647759,88055.2160888342,"8",10363.60546875,-21.5654907226562,0.106760799884796,1.48458695411682,-0.234115600585938,-0.122037902474403,-13,-340,1.00001800060272,30.1094303131104,6.17890119552612,35.5171165466309,23.8405666351318,6.8785228729248,36.3409423828125
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",277265.780513293,110458.772717671,"8",2601.04077148438,-4.09749412536621,0.000326200912240893,0.00435470510274172,-0.00161933898925781,-4.5292658796825e-06,-13,-7,1,30.4875183105469,6.05970573425293,35.5298385620117,23.0229454040527,6.94048595428467,36.0245056152344
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",277265.780513293,110458.772717671,"8",2601.04077148438,-4.09749412536621,0.000326200912240893,0.00435470510274172,-0.00161933898925781,-4.5292658796825e-06,-13,-7,1,30.4875183105469,6.05970573425293,35.5298385620117,23.0229454040527,6.94048595428467,36.0245056152344
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",277624.573072614,112493.674205289,"1",2170.81787109375,-4.60095977783203,0.00155837298370898,0.0217118803411722,-0.00811958312988281,-0.00247568311169744,-13,-7,0.99999988079071,30.4876327514648,6.03484535217285,35.5397338867188,22.9305400848389,6.9415454864502,35.9938278198242
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",277624.573072614,112493.674205289,"1",2170.81787109375,-4.60095977783203,0.00155837298370898,0.0217118803411722,-0.00811958312988281,-0.00247568311169744,-13,-7,0.99999988079071,30.4876327514648,6.03484535217285,35.5397338867188,22.9305400848389,6.9415454864502,35.9938278198242
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",284133.034864101,118897.2810351,"1",4490.634765625,-7.38830947875977,0.214265301823616,2.92670202255249,0.0889377593994141,0.508629500865936,819,48,1.00013995170593,30.4888858795166,6.06327247619629,35.5109748840332,23.3006839752197,6.93706321716309,36.2528038024902
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",284141.125933379,118890.684643219,"1",4497.7060546875,-7.10333919525146,0.224359795451164,3.1306779384613,0.605234086513519,0.141331806778908,819,104,1.00007200241089,30.4889049530029,6.0633602142334,35.5109748840332,23.3012981414795,6.93706321716309,36.2521553039551
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",285959.580645307,114134.031550145,"4",8287.291015625,-11.37366771698,0.0203238595277071,0.273537695407867,-0.123863197863102,-0.0422590896487236,-13,-7,1.00000405311584,30.4561195373535,6.09224939346313,35.5109748840332,23.6217594146729,6.92528772354126,35.8048858642578
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",285953.548471814,114132.885194211,"4",8285.220703125,-11.3908061981201,0.0101595399901271,0.137930393218994,0.000637054385151714,-0.00514022121205926,-13,-7,1,30.4560718536377,6.09230279922485,35.5109748840332,23.62158203125,6.92522048950195,35.8054313659668
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",280747.723061855,104684.181168907,"1",8435.6005859375,-9.58914279937744,0.071671150624752,0.998208224773407,0.360481292009354,0.239771902561188,-13,48,1.0000239610672,30.3422374725342,6.1605806350708,35.5960388183594,23.6866302490234,6.89065790176392,36.3904228210449
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",277938.39140986,113061.580935937,"8",2204.10205078125,-4.4829797744751,0.0474669598042965,0.656547725200653,-0.0648117065429688,0.0250452198088169,-13,-7,1.00000298023224,30.487922668457,6.03613328933716,35.5534210205078,22.9265155792236,6.94205570220947,36.0163650512695
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",280956.16684957,120273.636630858,"2",815,-4.97668409347534,0.00913300737738609,0.110833801329136,0.0439052581787109,0.0119165703654289,-13,-7,1.00000095367432,30.4570541381836,5.99354648590088,35.5109748840332,22.9524536132812,6.93710899353027,36.1082305908203
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",272650.083098275,97227.1218546582,"3",5069.123046875,-5.81645059585571,0.00837895274162292,0.112854599952698,-0.0473232306540012,-0.00814615096896887,-13,-7,1,30.5191917419434,6.09143447875977,35.5780563354492,23.3228988647461,6.93120908737183,36.1343574523926
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",272679.989687581,97288.210245916,"3",5074.27001953125,-5.66027784347534,0.0181406605988741,0.249073505401611,-0.0715045928955078,-0.0142531096935272,-13,-7,1.00000095367432,30.5198612213135,6.09160470962524,35.5813789367676,23.322847366333,6.93122577667236,36.1387596130371
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",260715.20039725,78611.4859105426,"1",5304.92431640625,-3.32020044326782,0.00632494781166315,0.0830729976296425,0.015318869613111,-0.00835710018873215,-13,159,1,30.3062477111816,6.15226650238037,35.6909370422363,23.7235069274902,6.8115439414978,36.401424407959
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",260661.903169401,78569.1553201466,"1",5266.49267578125,-3.33519721031189,0.0133225098252296,0.158760607242584,-0.120763801038265,-0.116800002753735,-13,159,1.00000500679016,30.3087139129639,6.15179824829102,35.6930503845215,23.7254886627197,6.8105411529541,36.3990211486816
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",284913.429020903,114183.892202066,"8",7455.47900390625,-10.3533849716187,0.107287801802158,1.40269100666046,0.0375747717916965,0.265552312135696,-13,-7,1.00008404254913,30.4596633911133,6.09693098068237,35.5109748840332,23.5368938446045,6.92269849777222,35.9197311401367
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",284906.488077469,114167.230846932,"8",7471.3369140625,-10.2828731536865,0.0701732188463211,0.976167917251587,0.271575897932053,0.0547087788581848,-13,-7,1.0000159740448,30.4594841003418,6.09706401824951,35.5109748840332,23.5369548797607,6.92246294021606,35.9206771850586
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",286781.957437854,125657.641911629,"1",4908.63525390625,-9.80629730224609,0.122275501489639,1.69416403770447,-0.419506102800369,-0.133816003799438,402,-7,1.0000319480896,30.4908256530762,6.06011581420898,35.5109748840332,23.457088470459,6.90441465377808,36.553524017334
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",286762.713238222,125678.566625304,"3",4878.27978515625,-9.33797359466553,0.0321091488003731,0.423099011182785,0.149974793195724,-0.0108843902125955,402,-7,1.00001204013824,30.4904804229736,6.05999088287354,35.5109748840332,23.4545345306396,6.90453863143921,36.5571746826172
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",284475.693334394,113843.248008341,"8",7417.55029296875,-9.70194625854492,0.0821501910686493,1.14524602890015,-0.0609245300292969,-0.000993162044323981,-13,-7,1.00000202655792,30.457612991333,6.09985256195068,35.5109748840332,23.5159358978271,6.91820430755615,35.9653778076172
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",284472.569402331,113859.845960553,"8",7408.40771484375,-9.95119380950928,0.058287650346756,0.814916372299194,-0.317401885986328,-0.182079806923866,-13,-7,1.00001502037048,30.4578285217285,6.0997428894043,35.5109748840332,23.5149898529053,6.91845369338989,35.965404510498
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",284140.505021579,112875.116895694,"1",7882.16943359375,-10.5185298919678,0.0759378373622894,1.0354700088501,-0.459461212158203,-0.196397706866264,-13,-7,1.00003302097321,30.4482440948486,6.10594034194946,35.5109748840332,23.5362358093262,6.90475082397461,36.0095367431641
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",284146.461761981,112888.448121847,"3",7877.16943359375,-10.2987060546875,0.0404668003320694,0.566867172718048,-0.0611038208007812,0.00889208354055882,-13,-7,1.00000202655792,30.4483966827393,6.10584449768066,35.5109748840332,23.5358600616455,6.90497636795044,36.008716583252
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",281275.399780725,111895.931080947,"8",5926.1435546875,-7.16816520690918,0.0521424598991871,0.714185476303101,0.157134994864464,0.101602703332901,-13,-7,1.00001299381256,30.4568710327148,6.10535907745361,35.5222549438477,23.3246173858643,6.91624450683594,36.2098846435547
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",281261.159025449,111920.217347994,"8",5900.7880859375,-6.0954384803772,0.231292307376862,3.22060990333557,0.184804901480675,0.246264606714249,402,48,1.00008594989777,30.4573078155518,6.10504531860352,35.522647857666,23.3216190338135,6.91662931442261,36.2104835510254
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",286859.330861804,126288.515759321,"3",4720.60986328125,-11.1413879394531,0.0145018603652716,0.197032406926155,-0.0796661376953125,-0.0216748304665089,-13,-62,1.00000095367432,30.4867115020752,6.06200456619263,35.5109748840332,23.4612159729004,6.90046644210815,36.5726089477539
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",282397.770423307,112577.415349095,"8",6723.87451171875,-8.88448143005371,0.273583590984344,3.80412197113037,0.66085821390152,-0.0362448915839195,-13,-7,1.00014698505402,30.4562530517578,6.10617113113403,35.5167236328125,23.3952331542969,6.91042709350586,36.1502952575684
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",282402.898542253,112561.937107364,"8",6740.94580078125,-8.82038116455078,0.319060504436493,4.3720269203186,-1.30657601356506,-0.290927112102509,-13,-7,1.00038695335388,30.4560489654541,6.10630178451538,35.5166091918945,23.3965740203857,6.91019535064697,36.1500625610352
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",282182.642179323,113352.689470022,"1",6102.77294921875,-4.89647531509399,0.288129508495331,4.02822113037109,-0.510185182094574,0.0480049587786198,402,159,1.00009596347809,30.4656944274902,6.09906053543091,35.5229034423828,23.3310661315918,6.92128849029541,36.1695098876953
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",282179.561562995,113362.641138145,"1",6093.630859375,-5.19713830947876,0.155239894986153,2.1175320148468,-0.261081695556641,0.255844414234161,402,104,1.00012505054474,30.4658203125,6.09895133972168,35.5230140686035,23.3300342559814,6.92143487930298,36.1700477600098
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",282423.502676711,114951.654522171,"1",5187.7373046875,-7.32202005386353,0.223301604390144,3.08585095405579,0.187433198094368,0.349120199680328,402,-7,1.00008296966553,30.4758129119873,6.08710145950317,35.5215873718262,23.2756614685059,6.9342155456543,36.1720161437988
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",285579.838519631,121288.292477625,"1",5322.77734375,-3.57696151733398,0.00331268203444779,0.040593970566988,0.0243387203663588,0.00242330390028656,-13,104,1,30.498254776001,6.05920791625977,35.5109748840332,23.3831214904785,6.93706321716309,36.3538551330566
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",285579.838519631,121288.292477625,"1",5322.77734375,-3.57696151733398,0.00331268203444779,0.040593970566988,0.0243387203663588,0.00242330390028656,-13,104,1,30.498254776001,6.05920791625977,35.5109748840332,23.3831214904785,6.93706321716309,36.3538551330566
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",287179.130913032,122577.04930935,"3",6388.44189453125,-10.3430824279785,0.0348735600709915,0.482854902744293,-0.000720977783203125,0.0610716007649899,402,-118,1.00000298023224,30.5071926116943,6.06390571594238,35.5109748840332,23.5192012786865,6.93112325668335,36.237434387207
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",284643.75516782,119925.245188645,"1",4573.9951171875,-5.38668870925903,0.180627003312111,2.5415620803833,0.31005859375,0.220285907387733,402,159,1.00002002716064,30.4920768737793,6.05914258956909,35.5109748840332,23.3223133087158,6.93706321716309,36.3092231750488
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",284646.752536972,119928.58761582,"1",4571.923828125,-5.52505254745483,0.170721396803856,2.37265706062317,-0.330417603254318,-0.225074902176857,402,159,1.00003099441528,30.4920768737793,6.05910491943359,35.5109748840332,23.3221893310547,6.93706321716309,36.3096809387207
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",285379.206619991,119456.849422042,"1",5503.67529296875,-8.23670768737793,0.156395003199577,1.87039196491241,1.56596004962921,0.858224511146545,819,48,1.0005259513855,30.4955291748047,6.06763029098511,35.5109748840332,23.4030094146729,6.93706321716309,36.1972160339355
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",285388.177393907,119470.200605953,"1",5507.4619140625,-9.17328453063965,0.222324296832085,3.05086493492126,1.1100310087204,0.905920326709747,402,-7,1.00036299228668,30.4956111907959,6.06759309768677,35.5109748840332,23.4035778045654,6.93706321716309,36.1974563598633
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",284763.1962086,119652.360548429,"3",4807.90380859375,-8.38764762878418,0.247713103890419,3.43585300445557,0.496604889631271,0.190459996461868,-13,48,1.00005805492401,30.4926929473877,6.06220960617065,35.5109748840332,23.3405666351318,6.93706321716309,36.2752990722656
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",284759.108793731,119662.305366312,"1",4798.76171875,-8.39016914367676,0.197813704609871,2.72672295570374,0.303485900163651,-0.153807297348976,-13,48,1.00014305114746,30.4926719665527,6.06209564208984,35.5109748840332,23.33984375,6.93706321716309,36.2765960693359
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",285745.072656296,123139.459634491,"3",4719.4111328125,-4.7827205657959,0.0271988306194544,0.378946989774704,-0.0528469085693359,-0.0436637587845325,-13,104,1.00000095367432,30.4949550628662,6.05314302444458,35.5109748840332,23.3687591552734,6.93209075927734,36.4995307922363
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",285763.78036741,123202.726874165,"3",4714.55859375,-4.85246658325195,0.0231787394732237,0.31517231464386,-0.0494461096823215,0.0248789601027966,-13,104,1.00000202655792,30.4948997497559,6.05313539505005,35.5109748840332,23.3699741363525,6.93166923522949,36.5022850036621
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",285409.259705954,115517.545612116,"3",7165.6767578125,-8.55452537536621,0.0239093396812677,0.335845410823822,-0.0322303809225559,-0.0174674391746521,-13,48,1,30.4716815948486,6.08889627456665,35.5109748840332,23.5240497589111,6.93428945541382,35.8946952819824
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",285414.207498368,115530.871121585,"3",7164.46337890625,-8.61325931549072,0.0214853808283806,0.290458202362061,-0.110607102513313,-0.0382908396422863,-13,48,1.00000298023224,30.4718132019043,6.08881092071533,35.5109748840332,23.5239105224609,6.93437194824219,35.8946952819824
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",284784.804482562,121010.716842922,"1",4641.68603515625,-5.53811073303223,0.0237456802278757,0.318246304988861,0.125343292951584,0.0595613606274128,-13,48,1.00000405311584,30.492374420166,6.05314970016479,35.5109748840332,23.310676574707,6.93706321716309,36.3977012634277
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",284801.969866684,121000.854632841,"1",4665.828125,-5.86791038513184,0.0923580825328827,1.24368000030518,-0.220045104622841,0.0140226799994707,-13,48,1.00005400180817,30.4925556182861,6.05342578887939,35.5109748840332,23.3128719329834,6.93706321716309,36.3956069946289
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",275096.8415562,92892.3955378503,"1",9625.060546875,-12.2681474685669,0.0502752289175987,0.647779703140259,0.376251190900803,0.166591793298721,402,-7,1.0000319480896,30.297607421875,6.15595722198486,35.5206413269043,23.7498683929443,6.90366268157959,36.4359321594238
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",275122.825462926,92933.5272380562,"1",9673.7001953125,-12.797797203064,0.0949148312211037,1.28744697570801,-0.105133101344109,0.0829604119062424,-13,-62,1.00003004074097,30.2988986968994,6.1556978225708,35.5197334289551,23.749303817749,6.90452766418457,36.4362144470215
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",263137.906827723,78454.0940124868,"4",7794.12744140625,-3.6519193649292,0.0633257627487183,0.889628827571869,0.0820178985595703,0.0449434891343117,402,159,1.00000095367432,30.1445446014404,6.17630958557129,35.5999908447266,23.75390625,6.86671590805054,36.3873710632324
"LUT GRIS","SUBADULT","ABSENCE",0,"REEF VISUAL CENSUS",263129.536696988,78518.3040198278,"4",7759.2744140625,-4.55814790725708,0.0617905594408512,0.853919386863708,0.162134200334549,0.0613245405256748,-13,104,1.00000596046448,30.1468067169189,6.17612314224243,35.5983505249023,23.7491683959961,6.8669581413269,36.3908195495605
